store_name,Overall_Rating,name,Rating,text,publishedAtDate
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Anthony,3,"Amazing New Facility until you see the price at 0.59p kWh and the Deflation sets in.
Absolutely scandalous pricing from Shell Energy. Disgustingly Outrageous!
People are forking out fortunes to buy EV Vehicles & Go green only to be shafted by companies like Shell. The whole green agenda is an absolute stitch up!
If you did the maths owning a fuel efficient hybrid petrol works out cheaper to run & purchase. At “0.59 per KwH” the EV REVOLUTION is a dead duck!!!",2022-05-17T06:59:12.844Z
Shell 171 High St London West Wickham BR4 0LU,3.2,david shelton,4,"Good Shop &;Friendly Staff .
Prices normally fairly competitive",2022-05-17T18:34:05.061Z
Shell Empire Way Wembley Park Wembley HA9 0EW,3.4,Niraj Shah,1,"Twice I've been to this station and twice I haven't received my 3% Shell Energy discount. On the visit today, I also tried to redeem my £4 voucher and it didn't work. Only bothered to go to this station to use the voucher and couldn't even do that. I would have been better filling up at Asda down the road. Now my voucher will expire I a few days. What a disappointment. Won't be visiting here ever again.",2022-05-18T21:12:26.366Z
Shell 326 Queenstown Rd Nine Elms London SW8 4NE,2.7,Kristiyan Bogdanov,1,"Disappointed from this place, very unprofessional service and the toilet never works there. Never go there if you need toilet!!!",2022-05-19T09:10:54.296Z
Shell 609 Kenton Rd Harrow HA3 9RW,3,Stelios Michaelides,1,"I went to put air in my tyres. Instead of putting air into my tyres the pump was deflating them. I went inside the really run down shop to explain my problem. First they were telling me that it's my fault as my tyres must be faulty. They then tried to make me purchase a second token, I then started to pump up my tyres. Again the same problem of air leaking, but to add insult to injury one of the sales assistants came outside and was laughing at me. He then told told me that my tyres were the problem. I am never going there again. Terrible staff, stay away from this place unless you enjoy being treated badly !!!",2022-05-20T21:15:32.066Z
Shell 102 Fordbridge Rd Ashford TW15 3RD,4,spindly spiders,4,"I live close by and there is always fully stocked shelves and a decent selection of foods for a petrol station, however the prices are outrageous so I have to dock a star",2022-05-21T19:42:55.671Z
Shell 154 Watford Rd Wembley HA0 3HB,3.5,Riddhi Rakesh Patel,1,"Hi,
Hello I am job to shell pump.........",2022-05-23T00:28:58.148Z
Shell 134 West Hill London SW15 2UE,3.6,Elton Kraja,1,"Very rude staff at Costa coffee,asked for a flat white the lady gives me something else and when I said to her that I did order flat white she just stares at me and keep saying are you sure? You didn’t.
I’m like just get me my drink  that I paid for and shes still being very rude to me about it.
Had to ask for my money back.
Never got back there.",2022-05-24T10:09:56.384Z
Little Waitrose At Shell 11 Colney Hatch Ln Muswell Hill London N10 1QB,4.1,Robert Mirzakhanian,4,Too expensive,2022-05-26T18:16:05.029Z
Shell 300 W End Rd Ruislip HA4 6QQ,3.6,Oleksandr Pozharov,1,"Horrible service, nothing is working, hoover doesn’t works, air doesn’t works, but you know that after you tapped your card… staff useless. Refund is not possible!!!!!",2022-05-27T15:19:21.372Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Alex Lim,5,"Came here to try out the Costa coffee at the shop, very pleasant neighbourhood and all. Nicely designed with wood-like structure as this is an all EV charging station (no fuels sold here!). Can see lots of EV busy getting charged. Stayed here for an hour enjoying the coffee and relaxing atmosphere. Can see this is what a energy of the future station will look like in 5-10 years. Bravo Shell!",2022-05-28T23:43:12.464Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Suresh Kumar,3,"Fantastic EV charge point, convenient and fast.

But expensive and very irritated by why they advertise it as open to 10pm (Sundays) but they don’t allow any cars after 9.45pm.",2022-05-29T21:12:58.078Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Alex Omojomolo,4,"Fantastic place, clean and tidy. Nice environmental friendly toilets.",2022-05-30T06:40:51.723Z
Shell Elstree Way Borehamwood WD6 1LB,3.4,M Qureshi,1,"The WC in this service station is always out of order , and me as a taxi driver is always refused to use the facilities . It’s disgusting not to have your toilets in order when you are a service station and you Zoe t people to use your establishment for furling and reliving yourself for a better and safer car journey . Will not be stoping here again  even though I wanted to recharge my car here .",2022-05-31T20:22:06.021Z
Shell 369 A406 Neasden London NW10 0LH,3.7,CG404 Machina,1,Very rude staff,2022-05-31T23:23:45.490Z
Shell 123-125 Wrythe Ln Carshalton SM5 2RU,3.7,svetoslav semerdzhiev,5,Very helpful staff and very clean toilet!,2022-06-01T19:10:38.251Z
Tottenham Service Station 311 The Roundway London N17 7AB,4.1,Ms Coxsy,5,"Don't think I got petrol here on this occasion but used the cash machine.

Always handy to go here as needed. Been here for years and it's nearby to where my parents live.

In the past I have used it for petrol, the car wash, cash machine and putting air in the tyres.",2022-06-02T06:12:18.027Z
Little Waitrose At Shell 11 Colney Hatch Ln Muswell Hill London N10 1QB,4.1,Cris L,5,The staff is very nice,2022-06-02T19:04:56.352Z
Tottenham Service Station 311 The Roundway London N17 7AB,4.1,Maribeth B,3,Scary at night time when using the air machine because there are no lights on - felt like someone was going to jump out at me.,2022-06-02T21:37:56.487Z
Little Waitrose At Shell Holloway 104-116 Holloway Rd London N7 8JE,4.3,Marlie O'Connor,5,Waitrose at its finest,2022-06-02T22:09:32.058Z
Shell 123-125 Wrythe Ln Carshalton SM5 2RU,3.7,Sam,3,Not much stock to choose from but is usually quiet so you don’t have to queue.,2022-06-03T16:41:25.661Z
Shell 11 Colney Hatch Ln Muswell Hill London N10 1QB,3.3,Shlomo Ben Dayan,4,תחנת דלק של חברת shell,2022-06-03T20:41:31.651Z
Shell 112-122 Gipsy Hill London SE19 1PL,3.8,Luke Wroe,1,"Night staff insisted on me paying with cash which I didn’t want to do, late night scam?? I left without what I went for",2022-06-06T02:16:23.602Z
Little Waitrose At Shell 11 Colney Hatch Ln Muswell Hill London N10 1QB,4.1,JJ Jones,5,Great,2022-06-06T08:54:26.237Z
Shell B466 55 High Rd Ickenham Uxbridge UB10 8LF,3,Simon Christie,4,"Clean, friendly and accessible",2022-06-07T18:13:08.850Z
Shell Worple Rd Raynes Park London SW20 8RE,3.5,Timothy Williamson,1,"The night attendant saw me standing at the kiosk and started to clean.  I ask for some milk and he refused to acknowledge my existence.  He then, without warning, fiercely pushed the metal night payment draw against me.  This hit my hand hard and I now have a bruise on my wrist.  This is shocking!!! He then walked off and started to clean again.  I can not believe Shell allow this level of aggressive hostile manner on their premises.",2022-06-08T22:52:39.273Z
Shell 270 Heston Rd Hounslow TW5 0RG,3.5,T hernandez,1,THEY ARE TAMPERING WITH THE PETROL DONT BUY PETROL HERE OR IF YOU DO KEEP A CLOSE EYE ON YOUR GAUGE,2022-06-09T11:27:11.675Z
Shell 470 Larkshall Rd London E4 9HH,4.3,Mark Gari,5,The staff is very friendly.,2022-06-11T06:44:47.155Z
Shell 171 Thorpe Lea Rd Egham TW20 8HP,3.5,Kasparas Grabauskas,5,"Quick and effortless service. Car was cleaned in 7-10 mins and it was spotless, I take my Audi and parents Ford on a regular and couldn't be any happier with the service provided at a reasonable price, recommend people!",2022-06-11T08:33:37.649Z
Shell 421 Edgware Rd London NW9 0HS,4,Marek J,5,Ok,2022-06-13T09:49:55.780Z
Shell 289 Merton Rd London SW18 5JS,3.4,suba Haran,1,"The place had many issues such as:
- the floor was dirty
- the coffee machine looked like it had not been cleaned for a while as it was sticky and unusable staff were rude",2022-06-13T11:29:54.738Z
Shell 369 A406 Neasden London NW10 0LH,3.7,Mr X,4,Would like to say big thank you to Boris Johnson and his hoax team mates for bringing this mess to everyone. Every time you stay in the queue be grateful to them. Soon you will be grateful for food shortage as it always comes after fuel problems so open your eyes before is to late. BTW are you enjoying prices?,2022-06-14T12:40:53.306Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Christopher White,5,Actually a pleasant place to sit and wait. Love it.,2022-06-14T15:03:40.419Z
Shell A402 104-105 Bayswater Rd London W2 3HJ,2.7,Petra Oberholzer,5,"Freundliche Tankstelle ,gutes Angebot",2022-06-14T21:10:49.177Z
Shell 470 Larkshall Rd London E4 9HH,4.3,Top G,1,Got a parking ticket via post for using the car wash.,2022-06-16T23:19:45.304Z
Shell 134 West Hill London SW15 2UE,3.6,Mert Artun,5,A great petrol station ⛽,2022-06-17T15:33:35.509Z
Shell 101-103 Southwark Bridge Rd London SE1 1ES,3.6,zOmor,1,Customer service was very bad,2022-06-18T22:47:38.548Z
Shell 93-113 Park Rd London N8 8JN,3.4,Reuben John,1,So rude that I decided not to part ways with my money and went elsewhere. Midnight 20/06/2022,2022-06-19T23:10:55.419Z
Shell 270 Heston Rd Hounslow TW5 0RG,3.5,Murat Saglam,1,Theres no car wash,2022-06-20T11:46:37.934Z
Shell 101-103 Southwark Bridge Rd London SE1 1ES,3.6,Salome Claire,1,"The air pressure machine costs £1 these days and rather than inflating, it let air out of my tire until it was completely flat. When I went inside to ask for help, the guy behind the till said ""I'm not leaving the till, ask one of the customers for help"".",2022-06-20T15:05:15.734Z
Shell 11 Colney Hatch Ln Muswell Hill London N10 1QB,3.3,Becky,1,"Terrible customer service, the guy working the night shift was rude, unhelpful and in the end I walked away so they lost my custom. I wont be going back there again!",2022-06-20T23:19:06.591Z
Shell Park Royal Royale Leisure Park Dukes Rd London W3 0BX,3.6,Ian “Reggie” Webster,5,Fitting the base for the new signs on the A40 in London at park royal,2022-06-21T18:54:36.205Z
Shell 139-149 Whitechapel Rd London E1 1DT,3.3,Azizur Rahman Khan,5,Ok,2022-06-21T23:39:56.192Z
Shell 30 The Vale London W3 7RS,3.6,Andrew Grant,1,Terrible jet wash. Dirty water. The 'clean water' spray left shampoo/wax droplets all over my car which have stained and need polishing out.,2022-06-22T07:50:13.407Z
Shell Empire Way Wembley Park Wembley HA9 0EW,3.4,Miguel sAnches,1,"Received a pcn of 100£ for ""parking"" because I spent 26min at shell to wash my car..starts counting when you go in the petrol station even if you are on the queue or you put petrol before you wash your car.",2022-06-22T17:13:04.837Z
Shell 403-405 Twickenham Rd Isleworth TW7 7ES,3.8,stuart cheriton,3,Went to use there jet wash to was my van I was waiting to turn in and the guy closed off the entrance looked at me and just walked off and didn’t say anything at all,2022-06-22T19:26:29.551Z
Shell 290 Willesden Ln London NW2 5HS,3.6,Jeremy Curtis,5,Easy to fill up with fuel for body & car . Then back on the road again .,2022-06-23T09:21:52.672Z
Shell 165 Shooters Hill Rd London SE3 8UQ,4,Sheam Fyfe,5,Great garage. Always accommodating. Keep up the good service,2022-06-24T09:10:25.872Z
Shell SELECT 369 A406 Neasden London NW10 0SH,4.2,Malcolm Cowan,4,Was ok long wait to fill up as driver front refused to rush,2022-06-25T12:35:17.894Z
Shell Park Royal Royale Leisure Park Dukes Rd London W3 0BX,3.6,Srinivas Kumar,5,Excellent,2022-06-25T14:44:54.512Z
Shell Chertsey Rd Addlestone KT15 2ED,3.5,A Bogdan,5,Good,2022-06-25T21:01:08.470Z
Shell SELECT 369 A406 Neasden London NW10 0SH,4.2,EDSON JUNIOR,5,Bom,2022-06-26T09:59:29.421Z
Shell 85 London Rd Slough SL3 7RS,4.1,rg khan,5,Always best 👌,2022-06-26T20:16:50.797Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Patrick Tarbard,3,"Not sure why the barriers were closed at 10:20pm when it closes at 11:00pm. I had to leave my car at the entrance barrier to ask the attendant to let me in for a quick 15min charge which they fortunately allowed. Charge successful.

Why isn't this place 24 hours?",2022-06-26T20:21:13.917Z
Shell 4 Crystal Palace Parade London SE19 1UN,3.6,AHARON,5,Petrol station,2022-06-28T15:38:41.312Z
Shell 445-453 Wick Ln Bow London E3 2TB,3.3,br ewd,1,Use this garage a lot for shop and fuel came out and found a fuel tanker blocking me from getting out waited for him to empty load and now have been sent a fine what the *****  follow up not heard nothing now last day had to pay 100 pound fine no more shell garage from me I hope you will all do same its not just at the pump they Rob you,2022-06-29T11:47:00.541Z
